PhraseId,SentenceId,Phrase,Sentiment
114962,6122,kid delight fast funni touch stori,4
114979,6123,embarrass,0
114982,6124,byler savvi filmmak let morph typic romant triangl,3
114997,6125,empir lack depth make heart,3
115008,6126,sensit ensembl perform good period reconstruct add move tragedi buoyant human moment,4
115025,6127,remak pale imit,0
115033,6128,fessenden nurtur metaphor expens narr display origin talent,3
115051,6129,frida differ hollywood romanc,1
115060,6130,action adventur space base homag robert loui stevenson treasur island fire plasma conduit,3
115081,6131,coppola directori debut incred layer stylist film despit fairli slow pace humdrum approach charact develop manag decent attempt meaning cinema,3
115113,6132,grand tour year russian cultur ident stun technic achiev,4
115130,6133,unintellig poorli act brain slappingli bad harvard man ludicr cult classic,2
115150,6134,anim game phenomenon peak year ago actual die slow death poor qualiti pokemon indic,0
115179,6135,bad film stori live style,1
115190,6136,sex iron littl stori lame tri evad respons leav larg dog toddler,1
115229,6137,movi intent,1
115233,6138,think central stori brendan behan bisexu sweetheart take drink,2
115255,6139,director david fincher writer david koepp sustain,1
115263,6140,know outcom seesaw gener fate argument compet lawyer stomach knot suspens legal thriller testimoni wit lend film reson underton tragedi,3
115306,6141,succeed merrili nobl endeavor,3
115315,6142,immens entertain look unsung hero centuri pop music,4
115329,6143,predict fact,1
115333,6144,gang despit graviti subject matter fun watch good spaghetti western,2
115352,6145,time well,2
115359,6146,surprisingli harmless,3
115364,6147,shock discov seinfeld real life bore,2
115376,6148,splendid entertain emerg french film industri year,4
115388,6149,movi trace brown athlet exploit imposs awe power grace great natur sportsman modern time,4
115419,6150,director chri columbu take hat hand approach rowl stifl creativ allow film drag nearli hour,1
115444,6151,end film feel homogen bit contriv look tatter ugli past rose tint glass,1
115470,6152,appar romant comedi fresh point view figur present hollywood program,0
115486,6153,hard imagin recent film independ make mess,0
115505,6154,solid cast assur direct complet lack modern day ironi,3
115516,6155,kind entertain parent love kid,4
115527,6156,charli come emot manipul sadli imit innumer past love stori deris,1
115545,6157,pool drown boredom,1
115550,6158,despit fact film bad thought go good movi,0
115566,6159,spi kid happen rariti sequel actual improv origin hit movi,4
115584,6160,peopl abc africa treat docil wordless ethnograph extra,2
115603,6161,maggi make amaz breakthrough star role eat screen,4
115618,6162,write act,4
115623,6163,fascin look israel ferment feel immedi late news footag gaza heighten shape drama twice power,4
115655,6164,decad nachtwey travel place world devast war famin poverti document cruelti suffer find devast eloqu clariti,3
115695,6165,nice piec work,3
115698,6166,turturro fabul funni sneaki butler excel art imposs act,4
115724,6167,confluenc kiddi entertain sophist wit symbol graphic design,3
115736,6168,mark twohi emerg mainstream promis remain undiminish,3
115754,6169,satisfyingli odd intrigu tale centuri half ago delight dour deadpan tone stylist consist,4
115779,6170,jacobi fluent actor give rel dri materi nijinski write perform visual erot frank one dullingli repetit,1
115813,6171,appreci smartli write motion pictur flaw igbi goe possess undeni,3
115836,6172,juwanna mann,2
115840,6173,know work direct kevin reynold,3
115851,6174,yawn provok littl farm melodrama,0
115858,6175,script judgment sens weight way way,0
115867,6176,solid filmmak convinc charact make high water mark genr,4
115881,6177,shamelessli resort pee relat sight gag caus tom green grimac myer energi silli eventu prevail,2
115909,6178,murder maid lot go brilliant perform testud parmenti,3
115925,6179,result memor interest,2
115934,6180,gener forgett pleasant start finish,2
115942,6181,uninvolv bloodwork terribl movi stultifyingli obviou unreward collar murder mysteri,1
115965,6182,franco excel choic wall combust hustler transcend perform sonni need overcom gap charact develop stori logic,0
115996,6183,suffic see movi imax form acquaint tini detail tom hank face wife,2
116024,6184,especi moral sens,2
116036,6185,hallmark film increasingli import film industri worth look,3
116047,6186,wit energi genial fanat adher peopl know subject think interest,3
116075,6187,leav aw act commit overwhelm sad feel way bloodstream,3
116107,6188,lee treat audienc way jim brown treat woman dumb credul unassum subordin subject,0
116131,6189,origin life distanc pack paint number romant comedi end cinema screen,3
116154,6190,featur length r rate road trip version mama famili,2
116166,6191,disjoint mess flow natur joli hideou yellow,0
116180,6192,jackson succeed integr charact foreground extraordinarili rich landscap say imagin filmmak forest tree,3
116217,6193,terrif b movi fact good recent memori,4
116225,6194,film manag find great hue drastic iconographi,3
116243,6195,slam bang superhero kinet engross antsi youngster,4
116259,6196,firmli believ good video game movi go soon,3
116273,6197,bear laughter,3
116277,6198,bad film,0
116281,6199,need littl bling bling lot romanc,1
116290,6200,solondz thirst controversi sketchi charact immatur provoc fulli succeed cheapen,1
116309,6201,like ring circu stori aplenti memor,1
116324,6202,entertain romp robert rodriguez,3
116329,6203,famili film contain hefti themat materi time death etern need live rich life,3
116355,6204,masterpiec,4
116358,6205,tri decid annoy god great realiz care,0
116384,6206,watch spirit away like watch eastern imagin explod,2
116393,6207,entir point shaggi dog stori cours go classic nowheresvil sens,1
116415,6208,smart funni version old polic academi flick,3
116426,6209,tell stori flat manner leav impress get,2
116448,6210,merchandis max movi type time appear go recruit right band playlist costum star script hand smart joke,1
116490,6211,foster breath life roll bland run mill,3
116508,6212,famili interact surpris,2
116517,6213,b movi sit enjoy certain level forget,3
116531,6214,troubl day success sens hard like film cold dead,1
116548,6215,schneider mug relentless constant need suddenli transpos charact undermin stori continu progress,2
116568,6216,make worth trip theatr,3
116575,6217,probabl wo swing tree hoot prais definit worth take look,3
116598,6218,gentl engross charact studi,3
116603,6219,denver look triumphant perform vanessa redgrav career,2
116626,6220,butterfing word big fist direct jez butterworth manag blast small sensit romanc clamor approach,1
116660,6221,caruso descend sub tarantino cute make sure salton sea work way good noir keep tight nasti,3
116686,6222,watch bettani strut stuff,2
116693,6223,despit fault gang excel spectacl pace,3
116702,6224,remark frustrat thing world travel open today manhattan protagonist object intens scrutini minut remain complet blank,2
116736,6225,koshashvili director watch,4
116741,6226,endear cast dover kosashvili take slightli dark look relationship sexual kindr,3
116761,6227,cube charisma chemistri compens corni clich,2
116771,6228,unusu thought bio drama rich subject fantast moment scene,2
116788,6229,live testament power eccentr strang,3
116798,6230,technic sumptuou wildli aliv,4
116807,6232,compel horrifi stori larami project worthwhil remind sort thing fact happen america,4
116833,6233,film favor scientif spectacular visual speak,2
116844,6234,life affirm heartbreak sweet decay factor funni sad,3
116860,6235,film explos stick wet,2
116871,6236,jackass vulgar cheap look version candid camera stage marqui de sade set,0
116890,6237,rapidli develop gut wrench examin way cultur differ emot expect collid,3
116906,6238,attal hang up surround infidel old fashion dare outdat wonder bring fresh proceed simpli accid,1
116939,6239,haunt fenc conclus hear ultim fate girl realiz dismay happen,4
116971,6240,check straight twin peak action,3
116990,6241,real world,2
117005,6242,origin highli cerebr examin psychopath mind,3
117014,6243,solac entertain valu mere fierc lesson filmmak,1
117033,6244,earn mean stock talent forget sheer ponder aw script,2
117054,6245,wife plot special deliveri matter,2
117068,6246,like decad life classic movi franchis,3
117077,6247,shot littl style skin heartfelt achingli real,3
117089,6248,film captur chao urban conflagr furi audienc member leav feel shaken nesbitt cooper look bullet stop fli,3
117122,6249,modicum patienc find charact foibl timeless uniqu perspect,3
117140,6250,unflinch complex portrait modern israel rare see screen,3
117153,6251,efteriad give neighborhood sceneri vibe cinemat equival big tender hug,3
117174,6252,pretend expos life male hustler exploit insight,1
117193,6253,egoyan work elegantli consid level realiti use shift point view construct film labyrinthin defeat larg purpos,2
117222,6254,thought,4
117225,6255,kung pow like futil concoct develop hastili oedekerk fellow moviemak get crash colleg keg parti,0
117252,6256,thing work level whatsoev,0
117259,6257,shiri action film deliv promis excit strong dramat emot pull gradual sneak audienc,3
117285,6258,properli spooki film power spirit influenc believ,3
117303,6259,come age stori cautionari parabl perfectli render period piec,4
117316,6260,birthday girl tri surpris plot twist enjoy transpar,3
117334,6261,scene look train dedic go world class fencer champion differ nyc inner citi youth,2
117365,6262,vintag spielberg final minim satisfi,2
117378,6263,movi come remind bad motion pictur truli,0
117394,6264,raimi team well bring stori spider man big screen,4
117408,6265,want money,0
117414,6266,unfortun wallac write gibson braveheart recent pearl harbor irrepress passion sappi situat dialogu,1
117440,6267,mistak ident pictur film cultur referenti final product ghost,1
117456,6268,forc drama alien execut invent,3
117469,6269,kind sad peopl time energi turkey,1
117485,6270,charliz chase kevin gun,2
117492,6271,woodman directli influenc girl meet girl love stori reassur maker actual understand allen romant comedi pertin endur,3
117524,6272,cuba good valiantli mug way snow dog boister energi fail spark leaden comedi,1
117544,6273,earn curious tepid choppi recycl predict winner,1
117557,6274,film make strong argument social statu america indigen peopl exist tri eke emot tug heart fail,2
117592,6275,spread thin leav actor member commun short profound character,0
117611,6276,complet spooki piec busi get skin plot blip asid stay durat,3
117632,6277,martin lawrenc live self piti expect collect take comedian end,0
117656,6278,entertain somewhat standard action movi,3
117665,6279,affect kurd wear,1
117680,6280,ken russel love,3
117686,6281,thumb,0
117688,6282,bang,2
117689,6283,movi suffer fatal ailment dearth vital stori shapeless uninflect,0
117710,6284,dover kosashvili featur direct debut look aw lot like life gritti awkward iron,2
117728,6285,trial henri kissing remark piec filmmak,4
117743,6286,deserv place honor nanook landmark film histori,3
117757,6287,like good godard movi visual ravish penetr impenetr,4
117771,6288,film improb feat,1
117776,6289,put rest think german film industri delight comedi center food,4
117793,6290,come like bad imit bard,1
117800,6291,great cast wonder confus flashback movi grow dysfunct famili,3
117814,6292,steal harvard dip wallet swipe minut time offer precis recompens earli laugh scatter plot thin repetiti,0
117848,6293,rous success blind embarrass,2
117856,6294,heroic tale persist sure win viewer heart,4
117870,6295,good herzog unmistak herzog,2
117880,6296,mood movi,1
117884,6297,infinit witti version home formula,3
117894,6298,film appeal lot cast juliett binoch sand bring role pale dark beauti characterist warmth,3
117921,6299,result depress liber bore,2
117932,6300,lack utter author genr gem certain robust engag mix love bloodlet,3
117957,6301,movi bad quickli enter pantheon wreckag includ battlefield earth showgirl,0
117974,6302,script fall tri true shenanigan hardli distinguish teen comedi,0
117990,6303,seigner serrault bring fresh unforc natur charact,4
118004,6304,admir director abel ferrara reliev late featur r xma mark modest encourag return form,4
118030,6305,witti contempl sublim beauti,4
118038,6306,passion obsess lone dark spot push virtuou limit lend narr unusu surreal tone,3
118063,6307,chanc splendid actor turn larki chase movi emot satisfi explor human need somebodi belong somebodi,4
118094,6308,influenti work korean new wave,4
118109,6309,good drug addit movi usual depress reward,2
118118,6310,undoubtedli scari movi tattoo,3
118127,6311,good thing good thing extrem op inan give plenti time ponder thanksgiv list,2
118155,6312,charact act feel remors cut repeatedli flashback origin rape overkil high degre,2
118186,6313,georg clooney directori effort present utterli ridicul shaggi dog stori creativ energet origin comedi hit screen year,3
118212,6314,ala get half interest,0
118221,6315,retool genr piec tale guy gun amiabl idiosyncrat work,2
118241,6316,sweet,3
118243,6317,need film prais femal self sacrific,1
118252,6318,prepar cling edg seat tens suspens,4
118266,6319,somewhat backhand compliment film make viewer feel like movi victim audienc member happen movi admir qualiti,3
118298,6320,work addict guilti pleasur materi overcom question satir ambival,1
118316,6321,deuc wild tweak notch camp adventur movi bad start good,2
118342,6322,engross iranian film itiner teacher lose desol peopl encount place war savag life liberti poor dispossess,3
118375,6323,tumult question come mind bore,1
118390,6324,gene,2
118397,6325,scene short unexpect,2
118402,6326,anim increasingli emphas comput cool film take stand favor tradit warmth,3
118425,6327,stori smart entir charm intent execut,3
118434,6328,rare film real life basi fact interest embellish need,3
118450,6329,power tell stori examin forbid love racial tension issu valid today,4
118476,6330,superb huppert magnific,4
118484,6331,divin secret ya ya sisterhood suffer ploddingli melodramat structur come life perform,1
118498,6332,devolv deriv lean badli render cgi effect,1
118509,6333,summer overrun movi domin cgi alien super hero revigor mind featur concentr peopl project script charact hold sway,4
118544,6334,unexpect thing die shower black white psychedelia beauti,3
118563,6335,bad movi,0
118564,6336,movi end truckzilla cryin loud,1
118579,6337,episod ii attack clone technolog exercis lack juic delight,1
118595,6338,year hr,2
118603,6339,entertain look hefti anti establish messag essenti whip crack buddi movi end whimper,2
118629,6340,bright invent thoroughli win flight revisionist fanci,3
118641,6341,art good yarn sneez day,3
118661,6342,close solid espionag thriller misfortun releas decad late,2
118675,6343,harmless divert fluff,2
118681,6344,hoot watch rock chomp jumbo ant pull arrow leap unscath rage fire,4
118709,6345,scherfig writer director film unabashedli hope actual make heart soar,4
118724,6346,cinemat pratfal give work,2
118730,6347,talk darn assur absolut idea main charact film way hard stop watch,3
118757,6348,miracul movi go home slight overflow wisdom emot,4
118776,6349,wang xiaoshuai direct intric structur realiz drama present fascin glimps urban life class warfar embroil young man,3
118802,6350,nohe decent intro documentari feel like spectat particip,1
118824,6351,thriller send audienc talk specif scari scene startl moment frailti leav terrifi messag real horror wait home,3
118856,6352,pain loneli insecur screenwrit process vividli pain bring slovenli life self deprec bite witti featur write charli kaufman twin brother donald direct spike jonz,3
118898,6353,imagin susan sontag fall love howard stern,1
118909,6354,sexi romant,4
118912,6355,feebl tootsi knockoff,1
118917,6356,suppos post feminist breezi end tediou chatter parrot rais oprah,0
118939,6357,blade ii brilliant director charismat star suffer rampant vampir devalu,2
118957,6359,find moviego pleasur tini event person live life half asleep suddenli wake notic,3
118982,6360,releas film word dog titl januari lend easi joke insult snow dog deserv singl,1
119010,6361,love scene end scream,1
119018,6362,moment ultim curmudgeon cut place list favorit,2
119039,6363,rivet perform incred flexibl cast love joy behold,4
119053,6364,undeni enjoy film cram movi refer fun wear thin happen,3
119080,6365,punch see prison bar fight struggl man man brother man man,2
119102,6366,person veloc ought explor woman inner life move surfac,2
119120,6367,work love stori requir emot involv support viewer,2
119134,6368,adam scriptwrit take care charact believ feel feel,4
119154,6369,film get close chimp way goodal mind patienc respect affect,3
119174,6370,get good natur warn futur lizard endeavor need adher close law laughter,1
119194,6371,blade runner look like low budget seri uhf channel,1
119211,6372,film idea buri insid fabric clearli see felt,1
119228,6373,good film solid pedigre specif camera,3
119243,6374,serv sara long way reach level cruditi late austin power extravaganza match movi intermitt moment inspir,2
119275,6375,simultan heart break funni kiss perform,3
119286,6376,stori pass time time absurd final twist metal firebal reveng,1
119305,6377,tour de forc write direct quietli implos explos fear,2
119321,6378,bring life big screen,3
119325,6379,inexpress drab wannab look exact nich,1
119337,6380,time surpris end reveal interest reviv,1
119349,6381,film sparkl wisdom humor subject,4
119358,6382,hokey piec nonsens tri hard emot,0
119371,6383,wrong reason,1
119378,6384,ala man make cloth,3
119387,6385,janic eileen walsh engag wide eye actress tooth littl big mouth infus movi slender glint charm,3
119419,6386,quiet adult state contemporari movi year true studi film question heart mind afraid admit answer,3
119455,6387,cinemat power quietli deepli move power,2
119468,6388,memor circuit shot digit video tini camera enabl shafer navig space larg small consider aplomb,3
119501,6389,best garcia perfectli portray desper insecur man,4
119516,6390,clooney kaufman collabor entitl deep bow fashion engross entertain sure fire prescript critic commerci disast,3
119554,6391,remark insight look backstag angst stand comic,4
119566,6392,wewannour money actual,1
119572,6393,mood look tone film fit incred storylin,3
119586,6394,ayurveda help return sane regimen eat sleep stress reduc contempl clearli good thing,3
119610,6395,gangster movi capac surpris,3
119617,6396,deserv critic backlash,1
119625,6397,share arrest imag,2
119630,6398,start tart littl lemon drop movi end bitter pill,1
119645,6399,lot tooth roger dodger,3
119654,6400,start origin stori instead slap extrem humor gross gag old crap,2
119678,6401,certain distast child adult alik crazi night total misfir,0
119692,6402,director jay russel weigh caprici fairi tale heavi sentiment lightweight mean,0
119704,6403,mckay embarrass invent tri rush intermediari passag appar hope audienc notic glare trite plot devic servic,0
119741,6404,shake feel crossroad hour half long commerci britney late album,0
119757,6405,mantra project kid flick,1
119774,6406,shock ultim worthwhil explor motherhood desper mother,4
119785,6407,exhibit shallow sensation characterist soap opera salaci telenovela drama,1
119801,6408,charm slight tale warmth wit interest charact compassion portray,3
119813,6409,shame steal harvard busi get way frustrat bore forgett,0
119829,6410,feel like eat rees peanut butter,1
119845,6411,cute film need substanc fill time judici edit,2
119864,6412,late instal horror film franchis appar invulner trademark villain arriv incongru summer playoff demonstr era intellig b movi long go,1
119904,6413,movi want watch week live,0
119921,6414,wast like deniro promis career grand long beach boardwalk,1
119939,6415,inuit masterpiec goosebump uncanni tale love commun discord justic unfold,4
119960,6416,movi appear run hypertim revers truli funni bit apart,1
119981,6417,stori bogu charact tissu thin,0
119988,6418,ponder plod soap opera disguis featur film,1
119995,6419,casual moviego stumbl rule expect slice american pie hijink star kid dawson creek probabl run scream,1
120018,6420,allow use word new titl origin charact siuation joke entir movi,0
120044,6421,total overwrought deepli bias wholli design feel guilti ignor filmmak clearli believ great musician time,0
120072,6422,stun film kind tour de forc,4
120081,6423,wise power tale race cultur forc tell superb perform,4
120097,6424,entertain movi effect boost size downtown hotel outer space,3
120121,6425,sci fi movi sign tribut shyamalan gift watch sky project,3
120151,6426,instead witti expos banal hypocrisi kid vid ugli mean spirit lash adult appar forc kid watch barney video,1
120192,6427,technic triumph extraordinari bore,1
120198,6428,quaid anchor film effortless perform trademark grin perfect ballplay,4
120221,6429,make tragedi backdrop love stori risk trivial chouraqui doubt intend film affirm love power help peopl endur unimagin horror,3
120251,6430,instead contriv climact hero death belov major charact shall remain nameless invit genuin spontan film evil alien laser gun actual hit,1
120292,6431,mel gibson fight good fight vietnam director randal wallac flag wave war flick core decenc,3
120311,6432,barri convinc danger secretli unhing guy easili kill presid feel power,4
120337,6433,spider man deliv suspect deliv,4
120348,6434,farcic sour,1
120354,6435,burn visual charact punchi dialogu plot carri waydowntown,3
120372,6436,kapur contradictori feel materi result movi work,1
120385,6437,problem amazingli screenplay,1
120392,6438,tom shadyac learn bit craft direct adam linger point slow viewer grasp,2
120418,6439,isabel huppert excel enigmat mika anna mouglali stun new young talent chabrol intens psycholog mysteri,4
120442,6440,product valu high perform attract memor,3
120454,6441,nair attent detail creat impecc sens place thurman lewi easili consid career good perform,4
120476,6442,way origin memor downtown saturday matine brain candi disappoint,3
120497,6443,complet aw iranian drama fun grouchi ayatollah cold mosqu,0
120514,6444,turn fanci grisli engagingli quixot,3
120524,6445,revelatori truli edgi mere crassli flamboy comed labor,0
120537,6446,fatal outsid stylish surpris ok,2
120554,6447,film nearli termin case cute funni charm think,0
120575,6448,gentl comic treatment adolesc sturm und drang fan chri fuhrman posthum publish cult novel,3
120599,6449,holofcen reject patent solut dramat life messi insid strang quirk,4
120620,6450,roger mouth stop shut war sex win battl,3
120640,6451,grab dark shake vigor durat,3
120654,6452,cloy voic stori hell,1
120662,6453,way wo talk film exit theater,3
120677,6454,child adult enamor thing pokemon wo disappoint,3
120685,6455,film hero bear innoc soon question kind inexcus dumb innoc,1
120702,6456,bogdanich unashamedli pro serbian make littl attempt voic,1
120718,6457,extraordinari dramat experi,4
120721,6458,great perform remind dicken grandeur,4
120731,6459,look good essenti,1
120739,6460,slap funni,1
120744,6461,danc flaw fulfil facet mission make want find case true,2
120770,6462,stori play slowli charact intrigu realist,3
120779,6463,film consid approach subject matter calm thought agitprop thin character make failur straight drama,0
120804,6464,laugh rare snake foo yung,1
120814,6465,movi symptom,1
120823,6466,like weep way feel like sucker,3
120843,6467,opera take place indoor jacquot unsur evok sort natur set,2
120864,6468,film tailor air pay cabl offer modest amus watch,1
120887,6469,young hank fisk vagu resembl celebr parent bring fresh good look eas camera work,4
120909,6470,leg freak,1
120911,6471,fierc glare unforgett,3
120916,6472,lan yu lack sens dramat urgenc film make pleas verisimilitud,3
120932,6473,wallac direct patronis rever turn stomach,2
120943,6474,hate,0
120947,6475,drab,1
120950,6476,sort pictur charact soul search pictur perfect beach sunset,1
120974,6477,psycholog savvi,3
120976,6478,good year select,4
120982,6479,play ryan gosl danni frighteningli fascin contradict,3
120993,6480,well describ ghost stori go badli awri,1
121003,6481,asian neo realist treasur,4
121008,6482,achingli enthral premis film hinder uneven dialogu plot laps,1
121022,6483,disappointingli charact strang dysfunct tom includ skin compens larg wall dialogu visual play outlandish idea,2
121063,6484,scratch histori scratch music scratch lesson scratch passion,4
121089,6485,rumor angel slip avalanch forc fuzzi,0
121100,6486,hokey manipul bland wonder bread dip milk absolut thing need hollywood preach,1
121132,6487,pleasant ecolog pro wildlif sentiment certainli welcom,3
121148,6488,dogtown z boy evok blith rebel fantasi kind insouci emb sexi demis jame dean,3
121171,6489,toni gayton script see director caruso grimi visual veneer kilmer absorb perform increas gravit pull consider,2
121203,6490,stori redund young actor experi inexpress,1
121221,6491,compar seri spectacular belli flop screen runteldat triumph,3
121241,6492,watch pain,1
121245,6493,tast funni collegi gross comedi go long way restor luster nation lampoon film franchis long reduc direct video irrelev,3
121276,6494,reason miss interview assassin,4
121282,6495,know look femal friendship spike raw urban humor,3
121293,6496,see remak stomach turn way adam sandler new movi rape pillag inciner frank capra classic,0
121321,6497,thousand time well,1
121332,6498,scene wreak routin film manag gener singl threat suspens,2
121347,6499,nettelbeck pleas way metaphor,3
121355,6500,succeed bullock grant share silver screen,2
121364,6501,elabor dare blood film,2
121380,6502,mike white deft combin subject matter dark funni humor good girl film worth watch,4
121400,6503,film unhurri pace actual strength,3
121408,6504,cutesi romant tale twist,3
121414,6505,bizarr piec work premis dialogu level kid televis plot thread moros teen pregnanc rape suspect murder,1
121443,6506,compet unpretenti entertain destin fill school slot shop mall theater countri,3
121462,6507,duti pull heartstr director dean debloi chri sander valiantli punch mix,3
121483,6508,feel time like giant commerci univers studio action take place,0
121497,6509,brilliant surf photographi bring right insid massiv wave lift blue crush summer pleasur movi,4
121521,6510,scene film anguish bitter truth,3
121530,6511,romanc lead compel believ,1
121540,6512,lyric metaphor cultur person self discoveri picaresqu view littl rememb world,3
121558,6513,film ultim unengag,0
121565,6514,fluffi dispos,1
121569,6515,underli old world sexism monday morn undercut charm,1
121582,6516,materi slight movi well think,3
121591,6517,like love movi shot cq shimmer,4
121609,6518,corps count ultim overrid littl learn way vicari redempt,1
121625,6519,opportun clever film go right edg kill sens believ leav surpris seri explos violenc bandera look like tri laugh bad,1
121669,6520,critic rise easi cynic potshot moral bankrupt charact,1
121682,6521,equal solipsist tone movi vital justifi notion creat screen adapt evan saga hollywood excess,3
121708,6522,littl stylish exercis revision point doubt true serv thin moral know fabl,1
121735,6523,regard reign fire awe,4
121740,6524,film public servic shed light group extrem talent musician unnot underappreci music fan,4
121771,6525,ador whimsic comedi deserv pass twinkl,3
121783,6526,innat theatric provid thrill extrem emot lose luster flatten onscreen,0
121801,6527,parent hand ahead plot time clever innuendo fil,2
121822,6528,plot maddeningli insist repetit piano score want scream,1
121839,6529,predict bland comfort food appeal film pleasant dish,1
121855,6530,exercis cynic bit ugli shabbi digit photographi muddi sound,0
121870,6531,gener drama go exploit array obligatori cheap thrill,1
121890,6532,strictli middl road,2
121894,6533,film undo anachronist quick edit occasion jar glimps modern theater audienc watch event unfold,1
121914,6534,kiddi orient stinker bad catch gum stick seat tri sneak theater,0
121935,6535,filmmak push joke expens charact thing fall apart,1
121944,6536,bit potboil,1
121947,6537,gape plot hole sink sub standard thriller drag audienc enthusiasm crush depth,0
121964,6538,make,2
121968,6539,bizarr curios memor mainli way fritter away potenti interest subject matter banal script unimpress act indiffer direct,2
121995,6540,powder blue sun splash white tuni allur backdrop sensuou spirit tale prim widow find unlik releas belli danc club,3
122031,6541,amaz film work convinc movi end swear wet place feel sand creep,3
122058,6542,insular world,2
122068,6543,violent initi rite audienc angeliqu open danc guarante karmen enthron cinema memor woman,2
122102,6544,jack nicholson make man watchabl tribut craft legend,4
122121,6545,expect assum bar expect rais sixth grade height,0
122142,6546,brood qualiti ash wednesday suspens ultim unpredict sterl ensembl cast,3
122159,6547,hollywood end disappoint woodi allen movi,0
122168,6548,great parti,3
122174,6549,masochist moviego need appli,1
122180,6550,caviezel embodi transform charact complet,3
122189,6551,rare see film will champion fallibl human heart,4
122204,6552,entir film big excus play lewd scene,0
122218,6553,leigh dare deni hardscrabbl life peopl econom fring margaret thatcher ruinou legaci insist import moment peopl connect express love,2
122262,6554,h ad suffer bled hard ground ia drang want bit complex soldier rememb,1
122293,6555,filmmak wise decid let crocodil hunter steve irwin good fashion stori,3
122312,6556,despit pyrotechn narc strictli book,2
122319,6557,cute frisson discoveri humor chaplin kidman nice wind clock tick hum,3
122343,6558,simpli eloqu articul tangl feel particular new yorker deepli touch unpreced tragedi,4
122361,6559,collaps meager weight,1
122368,6560,good girl film talent undeni result underwhelm,1
122380,6561,start read script sign dot line,1
122391,6562,stir funni final transport imagin beauti beast horror film,4
122407,6563,abysm pathet,0
122409,6564,good anim featur hit theater beauti beast year ago,4
122422,6565,farc parodi comedi premis comparison realiti commentari knowledg film,2
122448,6566,surprisingli decent particularli tenth instal seri,3
122459,6567,rubbo humor tendenti intervent write shakespear controversi,3
122471,6568,spain great star wattag overcom tumult maudlin tragedi,1
122483,6569,real woman curv offer easi answer,2
122488,6570,protagonist distinguish condit hardli matter actori concoct defin childlik dim hand quirk,1
122516,6571,replac john carpent stylish track shot degrad handheld blair witch video cam footag,1
122532,6572,respons new sequel analyz hing thought film,2
122549,6573,smarter commerci,3
122556,6574,misstep fascin rivet stori send path mundan,2
122573,6575,sad academi award win actress academi award win actor succumb appear junk tv sitcom materi well,1
122604,6576,,2
122607,6577,film centr precis layer perform actor mid seventi michel piccoli,2
122624,6578,peg groov new york date comedi issu simplifi,2
122643,6579,weird arrest littl ride,3
122649,6580,funni popcorn flick,3
122652,6581,watch movi interest care,4
122663,6582,short stori quaint touchingli mend child pain dead mother commun old woman straight eudora welti,3
122691,6583,difficult discern crazi work disturb geniu mere minut post adolesc electra rebellion,2
122715,6584,unremark modern buddi movi nod nostalgia titl,2
122730,6585,helmer hudlin tri hip comedi depend slapstick defeat possibl creat darkli edg tome,1
122756,6586,highli amus idea come point societi deem import film hire portray richard dawson,4
122792,6587,earn unsubtl hollywood predict green dragon deepli move effort human face travail thousand vietnames,3
122815,6588,averag come age tale elev wholesom twist peski mother interfer son discoveri homosexu,2
122836,6589,consid review life affirm,2
122840,6590,film headi far impenetr theori suggest russian comfort close nationalist realiti,2
122860,6591,freundlich crudup suburban architect cipher,2
122871,6592,poignant artist plu year take effort share impress life loss time art,3
122896,6593,stay credit devast comic imperson dustin hoffman revelatori,4
122912,6594,sentiment script problem actor pick slack,3
122923,6595,opera film satisfactori,1
122927,6596,offend lack faith audienc display,1
122943,6597,humor spi anem,1
122948,6598,fairli harmless ultim lifeless featur length afterschool special,1
122956,6599,tell immedi welcom collinwood go jell,1
122967,6600,grow quibbl point,2
122973,6601,purportedli studi modern alien littl particularli slant gay fantasi enerv deadeningli draw,1
123002,6602,piec mildli entertain inoffens fluff drift aimlessli minut lodg crack grow categori unembarrass unmemor,1
123030,6603,vision awkward age sex threaten overwhelm acut squirm recognit,2
123057,6604,remark intellig intens,4
123062,6605,opportun miss,1
123065,6606,sober particularli think conflict resolv easili soon,2
123083,6607,ub equal spoof celebr outr aspect black cultur dorkier aspect white cultur point insepar,3
123121,6608,excel unlik hollywood movi ilk offer hope,3
123135,6609,amaz super size dosag goofbal stunt jackass fan want,4
123150,6610,director cut add minut take great film turn mundan soap opera,1
123167,6611,consumm actor barri excel work,4
123175,6612,majidi direct smoother confid,4
123186,6613,trap present frighten compel,3
123195,6614,actor stand problem film character matter atmospher,2
123218,6615,enter bizarr realm director adrian lyne hold sway relationship simultan broadli metaphor oddli abstract excruciatingli liter,2
123248,6616,work flabbergast princip year old robert macnaughton year old draw barrymor year old henri thoma convinc exist wise wizen visitor faraway planet,4
123288,6617,film quiet power,3
123290,6618,chang lane anomali hollywood movi write occasion challeng social drama actual interest,4
123315,6619,list credit resum futur funni film,1
123335,6620,enthral entertain featur,4
123340,6621,film bitter sweet romant comed warm fuzzi,3
123355,6622,pain pad,1
123357,6623,worth take kid,4
123362,6624,sure half dragonfli bad happen happen stupid,0
123389,6625,movi strong messag give love easi movi watch probabl disturb,2
123416,6626,charact sketch leav true emot connect identif frustratingli reach,0
123437,6627,drug abus infidel death usual comedi fare turpin film allow chuckl angst,3
